IDTeme;PROGRAMNAJU;TEMATSKA OBLASTNAJU;Oblast akreditacije;TEMA;Datum početka;Datum završetka;Lokacija;Verifikacija;Broj realizovanih dana;Broj polaznika;Evaluacija opšta ocena;Tip obuke;Godina realizacije
2022-07-0705;SEKTORSKI PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;UPRAVLjANjE LjUDSKIM RESURSIMA;UPRAVLjANjE U JAVNOJ UPRAVI;UTVRĐIVANjE RADNIH CILjEVA I OCENjIVANjE SLUŽBENIKA U JEDINICAMA LOKALNE SAMOUPRAVE I KARIJERNI RAZVOJ;12.7.2022;12.7.2022;LMS Virtuelna učionica;potvrda;1;18;3,51;Virtuelna učionica;2022
2022-02-1815;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;NAPREDNE TABELARNE KALKULACIJE;13.7.2022;15.7.2022;NAJU;sertifikat;3;11;3,95;Klasična učionica;2022
2022-07-1503;SEKTORSKI PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;BEZBEDNOST U LOKALNOJ ZAJEDNICI;BEZBEDNOST U LOKALNOJ ZAJEDNICI;SMANjENjE RIZIKA OD KATASTROFA;13.7.2022;13.7.2022;LMS Virtuelna učionica;potvrda;1;11;3,60;Virtuelna učionica;2022
2022-03-0206;PROGRAM OBUKE  RUKOVODILACA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;UPRAVLjANjE U JAVNOJ UPRAVI;UPRAVLjANjE PROMENAMA I RUKOVOĐENjE;14.7.2022;14.7.2022;LMS Virtuelna učionica;sertifikat;1;23;3,72;Virtuelna učionica;2022
2022-07-0110;SEKTORSKI PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;ZAŠTITA LjUDSKIH PRAVA I TAJNOSTI PODATAKA;SISTEM JAVNE UPRAVE;ZAŠTITA PODATAKA O LIČNOSTI;14.7.2022;14.7.2022;LMS Virtuelna učionica;potvrda;1;14;3,80;Virtuelna učionica;2022
2022-02-0506;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;NORMATIVNI PROCES;SISTEM JAVNE UPRAVE;PROCENA RIZIKA KORUPCIJE U PROPISIMA KAO MEHANIZAM ZA PREVENCIJU KORUPCIJE;15.7.2022;15.7.2022;LMS Virtuelna učionica;potvrda;1;18;3,65;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;18.7.2022;18.7.2022;NAJU;potvrda;1;10;3,63;Klasična učionica;2022
2022-02-1818;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;"NAPREDNE ""POWERPOINT"" PREZENTACIJE";18.7.2022;19.7.2022;NAJU;sertifikat;2;6;3,97;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;19.7.2022;19.7.2022;NAJU;potvrda;1;15;3,81;Klasična učionica;2022
2022-02-1005;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;JAVNE FINANSIJE;ALATI INTERNE KONTROLE I UPRAVLjANjE RIZICIMA;19.7.2022;20.7.2022;LMS Virtuelna učionica;sertifikat;2;37;3,84;Virtuelna učionica;2022
2022-02-1902;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;LIČNI RAZVOJ I VEŠTINE;KAKO DA ASERTIVNO KOMUNICIRAMO;19.7.2022;19.7.2022;LMS Virtuelna učionica;sertifikat;1;50;3,74;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;20.7.2022;20.7.2022;NAJU;potvrda;1;14;3,79;Klasična učionica;2022
2022-02-0305;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PREVENCIJA KORUPCIJE;SISTEM JAVNE UPRAVE;ZAŠTITA UZBUNjIVAČA;20.7.2022;20.7.2022;LMS Virtuelna učionica;potvrda;1;31;3,65;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;21.7.2022;21.7.2022;NAJU;potvrda;1;14;3,62;Klasična učionica;2022
2022-02-1814;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;TABELARNE KALKULACIJE;21.7.2022;22.7.2022;NAJU;sertifikat;2;11;3,99;Klasična učionica;2022
2022-06-0408;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;AGILNO PRETRAŽIVANjE INTERNETA;21.7.2022;21.7.2022;LMS Virtuelna učionica;potvrda;1;41;3,81;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;22.7.2022;22.7.2022;NAJU;potvrda;1;13;3,90;Klasična učionica;2022
2022-02-0109;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;SISTEM JAVNE UPRAVE;OPTIMIZACIJA ADMINISTRATIVNIH POSTUPAKA;25.7.2022;26.7.2022;NAJU;sertifikat;2;9;3,91;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;25.7.2022;25.7.2022;NAJU;potvrda;1;7;4,00;Klasična učionica;2022
2022-06-0303;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;INOVACIJE I DIGITALNO DOBA;LIČNI RAZVOJ I VEŠTINE;UČENjEM KA PROMENAMA - BUDI PROMENA!;25.7.2022;25.7.2022;LMS Virtuelna učionica;potvrda;1;51;3,87;Virtuelna učionica;2022
2022-02-0301;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PREVENCIJA KORUPCIJE;SISTEM JAVNE UPRAVE;ETIKA I INTEGRITET;26.7.2022;26.7.2022;LMS Virtuelna učionica;potvrda;1;32;3,59;Virtuelna učionica;2022
2022-06-0116;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;INSPEKCIJSKI NADZOR;SISTEM JAVNE UPRAVE;KA EFIKASNIJIM INSPEKCIJAMA;26.7.2022;28.7.2022;LMS Virtuelna učionica;sertifikat;3;25;3,83;Virtuelna učionica;2022
2022-02-0111;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;SISTEM JAVNE UPRAVE;ANALIZA I POPIS ADMINISTRATIVNIH ZAHTEVA - Popis administrativnih zahteva;27.7.2022;27.7.2022;NAJU;sertifikat;1;7;;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;27.7.2022;27.7.2022;NAJU;potvrda;1;11;3,49;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;28.7.2022;28.7.2022;NAJU;potvrda;1;13;3,28;Klasična učionica;2022
2022-02-0403;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;JAVNE POLITIKE - IZRADA DOKUMENATA;28.7.2022;29.7.2022;LMS Virtuelna učionica;sertifikat;2;23;3,71;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;29.7.2022;29.7.2022;NAJU;potvrda;1;8;3,90;Klasična učionica;2022
2022-02-1604;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;29.7.2022;29.7.2022;LMS Virtuelna učionica;sertifikat;1;24;3,82;Virtuelna učionica;2022
2022-02-1902;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;LIČNI RAZVOJ I VEŠTINE;KAKO DA ASERTIVNO KOMUNICIRAMO;29.7.2022;29.7.2022;LMS Virtuelna učionica;sertifikat;1;60;3,78;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;1.8.2022;1.8.2022;NAJU;potvrda;1;7;3,75;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;2.8.2022;2.8.2022;NAJU;potvrda;1;12;3,82;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;3.8.2022;3.8.2022;NAJU;potvrda;1;8;3,53;Klasična učionica;2022
2022-02-1815;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;NAPREDNE TABELARNE KALKULACIJE;3.8.2022;5.8.2022;NAJU;sertifikat;3;8;3,93;Klasična učionica;2022
2022-02-1817;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;POWERPOINT PREZENTACIJE;4.8.2022;5.8.2022;NAJU;sertifikat;2;9;3,95;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;8.8.2022;8.8.2022;NAJU;potvrda;1;15;3,55;Klasična učionica;2022
2022-07-1503;SEKTORSKI PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;BEZBEDNOST U LOKALNOJ ZAJEDNICI;BEZBEDNOST U LOKALNOJ ZAJEDNICI;SMANjENjE RIZIKA OD KATASTROFA;8.8.2022;-;LMS;onlajn sertifikat;0;39;;Onlajn obuka;2022
2022-07-1503;SEKTORSKI PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;BEZBEDNOST U LOKALNOJ ZAJEDNICI;BEZBEDNOST U LOKALNOJ ZAJEDNICI;SMANjENjE RIZIKA OD KATASTROFA;8.8.2022;-;LMS;onlajn sertifikat;0;20;;Onlajn obuka;2023
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;9.8.2022;9.8.2022;NAJU;potvrda;1;15;3,77;Klasična učionica;2022
2022-02-0301;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PREVENCIJA KORUPCIJE;SISTEM JAVNE UPRAVE;ETIKA I INTEGRITET;9.8.2022;9.8.2022;LMS Virtuelna učionica;potvrda;1;32;3,90;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;10.8.2022;10.8.2022;NAJU;potvrda;1;12;3,40;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;10.8.2022;10.8.2022;NAJU;potvrda;1;11;3,49;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;11.8.2022;11.8.2022;NAJU;potvrda;1;11;3,64;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;11.8.2022;11.8.2022;NAJU;potvrda;1;11;3,62;Klasična učionica;2022
2022-06-0107;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;UPRAVA I JAVNE USLUGE;SISTEM JAVNE UPRAVE;OPTIMIZACIJA ADMINISTRATIVNIH POSTUPAKA;11.8.2022;12.8.2022;LMS Virtuelna učionica;sertifikat;2;9;3,59;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;12.8.2022;12.8.2022;NAJU;potvrda;1;9;3,90;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;12.8.2022;12.8.2022;NAJU;potvrda;1;9;3,96;Klasična učionica;2022
2022-02-0703;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVNI POSTUPAK;SISTEM JAVNE UPRAVE;PRIMENA ZUP-A U PRAKSI;12.8.2022;12.8.2022;LMS Virtuelna učionica;potvrda;1;39;3,76;Virtuelna učionica;2022
2022-02-2008;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;PLANIRANjE LIČNOG RAZVOJA I KARIJERE;12.8.2022;12.8.2022;LMS Virtuelna učionica;potvrda;1;27;3,62;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;15.8.2022;15.8.2022;NAJU;potvrda;1;11;3,48;Klasična učionica;2022
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;LIČNI RAZVOJ I VEŠTINE;VEŠTINE KOMUNIKACIJE;15.8.2022;16.8.2022;LMS Virtuelna učionica;sertifikat;2;47;3,66;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;16.8.2022;16.8.2022;NAJU;potvrda;1;7;3,83;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;16.8.2022;16.8.2022;NAJU;potvrda;1;7;;Klasična učionica;2022
2022-02-1903;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;LIČNI RAZVOJ I VEŠTINE;PISANA KOMUNIKACIJA;16.8.2022;16.8.2022;LMS Virtuelna učionica;sertifikat;1;47;3,69;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;17.8.2022;17.8.2022;NAJU;potvrda;1;9;3,61;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;17.8.2022;17.8.2022;NAJU;potvrda;1;10;3,78;Klasična učionica;2022
2022-02-0210;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;ZAŠTITA LjUDSKIH PRAVA I TAJNOSTI PODATAKA;SISTEM JAVNE UPRAVE;UNAPREĐENjE PREVENCIJE I SUZBIJANjA TRGOVINE LjUDIMA NA NACIONALNOM NIVOU;17.8.2022;17.8.2022;LMS Virtuelna učionica;potvrda;1;13;3,81;Virtuelna učionica;2022
2022-02-0407;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;SREDNjOROČNO PLANIRANjE;17.8.2022;18.8.2022;LMS Virtuelna učionica;sertifikat;2;29;3,47;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;18.8.2022;18.8.2022;NAJU;potvrda;1;13;3,78;Klasična učionica;2022
2022-02-0806;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;FINANSIJSKO-MATERIJALNO POSLOVANjE;SISTEM JAVNE UPRAVE;FINANSIRANjE PROGRAMA OD JAVNOG INTERESA KOJE REALIZUJU UDRUŽENjA ;18.8.2022;18.8.2022;LMS Virtuelna učionica;potvrda;1;34;3,68;Virtuelna učionica;2022
2022-02-1814;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;TABELARNE KALKULACIJE;18.8.2022;19.8.2022;NAJU;sertifikat;2;9;3,98;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;19.8.2022;19.8.2022;NAJU;potvrda;1;10;3,87;Klasična učionica;2022
2022-02-1305;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;UPRAVLjANjE MEĐUNARODNOM RAZVOJNOM POMOĆI I FONDOVIMA EU;SPROVOĐENjE INTERNE REVIZIJE U KONTEKSTU IPA ;19.8.2022;19.8.2022;LMS Virtuelna učionica;sertifikat;1;36;3,45;Virtuelna učionica;2022
2022-02-1604;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;19.8.2022;19.8.2022;LMS Virtuelna učionica;sertifikat;1;28;3,86;Virtuelna učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;22.8.2022;22.8.2022;NAJU;potvrda;1;12;3,75;Klasična učionica;2022
2022-02-0404;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;JAVNE POLITIKE - PRAĆENjE SPROVOĐENjA I VREDNOVANjE;22.8.2022;23.8.2022;LMS Virtuelna učionica;sertifikat;2;16;3,84;Virtuelna učionica;2022
2022-02-1818;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;"NAPREDNE ""POWERPOINT"" PREZENTACIJE";22.8.2022;23.8.2022;NAJU;sertifikat;2;9;3,98;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;23.8.2022;23.8.2022;NAJU;potvrda;1;14;3,76;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;24.8.2022;24.8.2022;NAJU;potvrda;1;15;3,67;Klasična učionica;2022
2022-02-1310;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE MEĐUNARODNOM RAZVOJNOM POMOĆI I FONDOVIMA EU;NEPRAVILNOSTI U IPA KONTEKSTU;24.8.2022;24.8.2022;LMS Virtuelna učionica;potvrda;1;24;3,63;Virtuelna učionica;2022
2022-06-0418;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;NAPREDNE TABELARNE KALKULACIJE;24.8.2022;26.8.2022;NAJU;sertifikat;3;9;3,96;Klasična učionica;2022
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE;25.8.2022;25.8.2022;NAJU;potvrda;1;13;3,80;Klasična učionica;2022
